url,host,datasets,field_types,row_ref_count,status,http_status,method_used,content_type,bytes_read,elapsed_ms,error
https://cdn.prod.website-files.com/6435c91757d4732e4d55d786/68d28114d4d00d3da20d58b1_2025ir-Eng.pdf,cdn.prod.website-files.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,29,ok,200,HEAD,application/pdf,0,368,
https://cdn.prod.website-files.com/6435c91757d4732e4d55d786/69f09c083e84ce9effada94a_2025%20Annual%20Report%20(ENG).pdf,cdn.prod.website-files.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,31,ok,200,HEAD,application/pdf,0,289,
https://data.alibabagroup.com/ecms-files/1532295521/5b1cb883-8d00-4237-a148-6631cc12a5d2/Alibaba%20Group%20Announces%20March%20Quarter%202026%20and%20Fiscal%20Year%202026%20Results.pdf,data.alibabagroup.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,8,ok,200,HEAD,application/pdf,0,318,
https://data.alibabagroup.com/ecms-files/1532295521/83f92d1d-d36f-4ecd-a56c-2d3c59cb251a/Alibaba%20Group%20Announces%20March%20Quarter%202025%20and%20Fiscal%20Year%202025%20Results.pdf,data.alibabagroup.com,cloud_vendor_metrics_2026-06-17;quarterly_competitor_metrics_2026-06-18,primary_source_url;verification_sources,26,ok,200,HEAD,application/pdf,0,477,
https://data.alibabagroup.com/ecms-files/1532295521/96ebbe16-9309-479f-b628-48b0ccc31b9c/Alibaba%20Group%20Announces%20September%20Quarter%202025%20Results%20and%20Interim%20Results%20for%20the%20Six%20Months%20Ended%20September%2030%2C%202025.pdf,data.alibabagroup.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,8,ok,200,HEAD,application/pdf,0,324,
https://data.alibabagroup.com/ecms-files/1532295521/d09dd487-1a87-4e17-aa5d-9eb4da7eb56b/Alibaba%20Group%20Announces%20June%20Quarter%202025%20Results.pdf,data.alibabagroup.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,8,ok,200,HEAD,application/pdf,0,456,
https://data.alibabagroup.com/ecms-files/1532295521/e48e70a1-e5c8-40ac-bdd2-951ebcb36946/Alibaba%20Group%20Announces%20December%20Quarter%202025%20Results.pdf,data.alibabagroup.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,8,ok,200,HEAD,application/pdf,0,324,
https://data.eastmoney.com/notices/detail/600941/AN202504221660555817.html,data.eastmoney.com,quarterly_competitor_metrics_2026-06-18,verification_sources,16,ok,200,HEAD,text/html; charset=utf-8,0,3858,
https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10,data.gov.hk,cmhk_macro_policy_2026-06-19,verification_sources,1955,ok,200,HEAD,text/html; charset=utf-8,0,717,
https://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260324/a5332b5875774b298ffa4807c14d8f4c.PDF,dataclouds.cninfo.com.cn,quarterly_competitor_metrics_2026-06-18,verification_sources,8,ok,200,HEAD,application/pdf,0,101,
https://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260420/c34d1cf7b4794bebb3f39acf8b598c4b.PDF,dataclouds.cninfo.com.cn,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,40,ok,200,HEAD,application/pdf,0,85,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca230421b.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,33,ok,200,HEAD,application/pdf,0,640,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca231021e.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,33,ok,200,HEAD,application/pdf,0,549,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca240327u.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,11,ok,200,HEAD,application/pdf,0,522,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca240424.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,33,ok,200,HEAD,application/pdf,0,428,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca240821a.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,11,ok,200,HEAD,application/pdf,0,515,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca241023.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,33,ok,200,HEAD,application/pdf,0,524,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca250326h.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,11,ok,200,HEAD,application/pdf,0,518,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca250426c.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,26,ok,200,HEAD,application/pdf,0,471,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca250815.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,7,ok,200,HEAD,application/pdf,0,526,
https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca251022.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,17,ok,200,HEAD,application/pdf,0,555,
https://doc.irasia.com/listco/hk/chinamobile/annual/2016/ar2016.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,24,ok,200,HEAD,application/pdf,0,515,
https://doc.irasia.com/listco/hk/chinamobile/annual/2017/ar2017.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,30,ok,200,HEAD,application/pdf,0,489,
https://doc.irasia.com/listco/hk/chinamobile/annual/2018/ar2018.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,30,ok,200,HEAD,application/pdf,0,466,
https://doc.irasia.com/listco/hk/chinamobile/annual/2019/ar2019.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,24,ok,200,HEAD,application/pdf,0,467,
https://doc.irasia.com/listco/hk/chinamobile/annual/2020/ar2020.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,28,ok,200,HEAD,application/pdf,0,431,
https://doc.irasia.com/listco/hk/chinamobile/annual/2021/ar2021.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,31,ok,200,HEAD,application/pdf,0,518,
https://doc.irasia.com/listco/hk/chinamobile/annual/2022/ar2022.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,28,ok,200,HEAD,application/pdf,0,546,
https://doc.irasia.com/listco/hk/chinamobile/interim/2016/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,18,ok,200,HEAD,application/pdf,0,533,
https://doc.irasia.com/listco/hk/chinamobile/interim/2017/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,18,ok,200,HEAD,application/pdf,0,452,
https://doc.irasia.com/listco/hk/chinamobile/interim/2018/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,18,ok,200,HEAD,application/pdf,0,452,
https://doc.irasia.com/listco/hk/chinamobile/interim/2019/intpress.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,6,ok,200,HEAD,application/pdf,0,495,
https://doc.irasia.com/listco/hk/chinamobile/interim/2019/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,18,ok,200,HEAD,application/pdf,0,544,
https://doc.irasia.com/listco/hk/chinamobile/interim/2020/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,48,ok,200,HEAD,application/pdf,0,458,
https://doc.irasia.com/listco/hk/chinamobile/interim/2021/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,45,ok,200,HEAD,application/pdf,0,518,
https://doc.irasia.com/listco/hk/chinamobile/interim/2022/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,24,ok,200,HEAD,application/pdf,0,641,
https://doc.irasia.com/listco/hk/chinamobile/interim/2022/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,24,ok,200,HEAD,application/pdf,0,554,
https://doc.irasia.com/listco/hk/chinamobile/interim/2022/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,32,ok,200,HEAD,application/pdf,0,547,
https://doc.irasia.com/listco/hk/chinatelecom/annual/2023/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,10,ok,200,HEAD,application/pdf,0,520,
https://doc.irasia.com/listco/hk/chinatelecom/annual/2024/respress.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,16,ok,200,HEAD,application/pdf,0,513,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2016/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,13,ok,200,HEAD,application/pdf,0,549,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2016/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,11,ok,200,HEAD,application/pdf,0,522,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,15,ok,200,HEAD,application/pdf,0,523,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,20,ok,200,HEAD,application/pdf,0,520,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,15,ok,200,HEAD,application/pdf,0,483,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,20,ok,200,HEAD,application/pdf,0,474,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,15,ok,200,HEAD,application/pdf,0,529,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,15,ok,200,HEAD,application/pdf,0,525,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,20,ok,200,HEAD,application/pdf,0,527,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,20,ok,200,HEAD,application/pdf,0,525,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,21,ok,200,HEAD,application/pdf,0,750,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,45,ok,200,HEAD,application/pdf,0,642,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,57,ok,200,HEAD,application/pdf,0,649,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,45,ok,200,HEAD,application/pdf,0,641,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,36,ok,200,HEAD,application/pdf,0,562,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,21,ok,200,HEAD,application/pdf,0,575,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,26,ok,200,HEAD,application/pdf,0,528,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,26,ok,200,HEAD,application/pdf,0,470,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,21,ok,200,HEAD,application/pdf,0,469,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,21,ok,200,HEAD,application/pdf,0,523,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,46,ok,200,HEAD,application/pdf,0,457,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,49,ok,200,HEAD,application/pdf,0,488,
https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,37,ok,200,HEAD,application/pdf,0,469,
https://doc.irasia.com/listco/hk/chinatower/annual/2018/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,27,ok,200,HEAD,application/pdf,0,466,
https://doc.irasia.com/listco/hk/chinatower/annual/2019/ar2019.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,8,ok,200,HEAD,application/pdf,0,448,
https://doc.irasia.com/listco/hk/chinatower/annual/2019/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,12,ok,200,HEAD,application/pdf,0,464,
https://doc.irasia.com/listco/hk/chinatower/annual/2020/ar2020.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,verification_sources,12,ok,200,HEAD,application/pdf,0,464,
https://doc.irasia.com/listco/hk/chinatower/annual/2020/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,16,ok,200,HEAD,application/pdf,0,464,
https://doc.irasia.com/listco/hk/chinatower/annual/2021/ar2021.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,63,ok,200,HEAD,application/pdf,0,484,
https://doc.irasia.com/listco/hk/chinatower/annual/2022/ar2022.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,60,ok,200,HEAD,application/pdf,0,481,
https://doc.irasia.com/listco/hk/chinatower/annual/2023/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,40,ok,200,HEAD,application/pdf,0,519,
https://doc.irasia.com/listco/hk/chinatower/annual/2024/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,41,ok,200,HEAD,application/pdf,0,541,
https://doc.irasia.com/listco/hk/chinatower/annual/2025/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,27,ok,200,HEAD,application/pdf,0,515,
https://doc.irasia.com/listco/hk/chinatower/interim/2018/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,40,ok,200,HEAD,application/pdf,0,471,
https://doc.irasia.com/listco/hk/chinatower/interim/2019/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,12,ok,200,HEAD,application/pdf,0,481,
https://doc.irasia.com/listco/hk/chinatower/interim/2019/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,12,ok,200,HEAD,application/pdf,0,463,
https://doc.irasia.com/listco/hk/chinatower/interim/2019/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,16,ok,200,HEAD,application/pdf,0,459,
https://doc.irasia.com/listco/hk/chinatower/interim/2020/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,12,ok,200,HEAD,application/pdf,0,448,
https://doc.irasia.com/listco/hk/chinatower/interim/2020/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,12,ok,200,HEAD,application/pdf,0,447,
https://doc.irasia.com/listco/hk/chinatower/interim/2020/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,16,ok,200,HEAD,application/pdf,0,459,
https://doc.irasia.com/listco/hk/chinatower/interim/2021/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,21,ok,200,HEAD,application/pdf,0,510,
https://doc.irasia.com/listco/hk/chinatower/interim/2021/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,45,ok,200,HEAD,application/pdf,0,473,
https://doc.irasia.com/listco/hk/chinatower/interim/2021/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,63,ok,200,HEAD,application/pdf,0,413,
https://doc.irasia.com/listco/hk/chinatower/interim/2022/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,45,ok,200,HEAD,application/pdf,0,516,
https://doc.irasia.com/listco/hk/chinatower/interim/2022/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,45,ok,200,HEAD,application/pdf,0,539,
https://doc.irasia.com/listco/hk/chinatower/interim/2022/intrep.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,75,ok,200,HEAD,application/pdf,0,518,
https://doc.irasia.com/listco/hk/chinatower/interim/2023/int.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,80,ok,200,HEAD,application/pdf,0,522,
https://doc.irasia.com/listco/hk/chinatower/interim/2023/int1qc.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,60,ok,200,HEAD,application/pdf,0,430,
https://doc.irasia.com/listco/hk/chinatower/interim/2023/int3qc.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,60,ok,200,HEAD,application/pdf,0,533,
https://doc.irasia.com/listco/hk/chinatower/interim/2024/int.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,82,ok,200,HEAD,application/pdf,0,433,
https://doc.irasia.com/listco/hk/chinatower/interim/2024/int1qc.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,61,ok,200,HEAD,application/pdf,0,538,
https://doc.irasia.com/listco/hk/chinatower/interim/2024/int3qc.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,62,ok,200,HEAD,application/pdf,0,511,
https://doc.irasia.com/listco/hk/chinatower/interim/2025/int.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,80,ok,200,HEAD,application/pdf,0,520,
https://doc.irasia.com/listco/hk/chinatower/interim/2025/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,71,ok,200,HEAD,application/pdf,0,522,
https://doc.irasia.com/listco/hk/chinatower/interim/2025/int3qc.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,58,ok,200,HEAD,application/pdf,0,618,
https://doc.irasia.com/listco/hk/chinatower/interim/2026/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,50,ok,200,HEAD,application/pdf,0,529,
https://doc.irasia.com/listco/hk/chinaunicom/annual/2020/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,15,ok,200,HEAD,application/pdf,0,552,
https://doc.irasia.com/listco/hk/chinaunicom/annual/2023/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,19,ok,200,HEAD,application/pdf,0,484,
https://doc.irasia.com/listco/hk/chinaunicom/annual/2024/res.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,16,ok,200,HEAD,application/pdf,0,467,
https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,24,ok,200,HEAD,application/pdf,0,528,
https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,24,ok,200,HEAD,application/pdf,0,526,
https://doc.irasia.com/listco/hk/chinaunicom/interim/2019/int1q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,15,ok,200,HEAD,application/pdf,0,512,
https://doc.irasia.com/listco/hk/chinaunicom/interim/2019/int3q.pdf,doc.irasia.com,quarterly_competitor_metrics_2026-06-18,official_source_url;verification_sources,15,ok,200,HEAD,application/pdf,0,432,
