snapshot_id,brand,product_category,archive_timestamp,archive_year,original_url,archive_url,status,method,text_chars,title,content_hash,error,captured_at_hkt,evidence_excerpt
csl_data_voice_2016,csl,mobile_consumer_4g,20160220192657,2016,http://www.hkcsl.com:80/en/New-Data-and-Voice-Service-Plan/,https://web.archive.org/web/20160220192657id_/http://www.hkcsl.com:80/en/New-Data-and-Voice-Service-Plan/,200,wayback_httpx_attempt_1,20516,csl,e819127262c03e399d5d75eb4c603244c0172001,,2026-07-10T13:40:32+08:00,csl Visitors to HK | Customer Care | | Online Shop | My HKT | 中文 ENG What's New Hit the big time on a BIG network! & TVC Piggy Bank Data Carry Forward Service Tap & Go 4G LTE-A 300Mbps Exclusive Treat This Winter Tap&Go x TaoBao® Offer Sony Xperia™ Z5 Premium BlackBerry PRIV iPhone 6s iPad-Pro Apple Watch Samsung Galaxy Note5 & S6 edge+ LG V10 Red Mi Note 2 Handset Recycle Program Birthday Trade-in Offer csl workshop event highlight Tariff Plans csl Ultra 300 Service Plan iPhone Service Plan iPad Service Plan csl Ultra 300 Multi-User Service Plan Smart Pama Service Plan Safety Phone Service Plan Pets Tracking Service Package SmartBand Tracking Service Package Handsets Devices Handsets Devices Handset Trade-In Price csl Standalone Handset Price Tablets & Gadgets Tablet Gadgets Roaming & IDD
pccw_mobile_3g_tariff_20100107,csl,mobile_consumer_3g,20100107113043,2010,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/3G-tariff-plan.jsp,https://web.archive.org/web/20100107113043id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/3G-tariff-plan.jsp,200,wayback_httpx_attempt_1,4242,PCCW,162788b0cfd8eda78b7dc09f9d5cbb087b41fcdd,,2026-07-10T13:40:32+08:00,"PCCW Login | 中文 + Android Android Market Exclusive applications What's hot Applicable Handsets - NextGen + Tariff Plan 3G tariff plan Other 3G Tariff Plan Web & Talk Tariff Plan 2G tariff plan 2G $99 Integrated Minutes Monthly Tariff Plan + mobileOne Service Terms & Conditions + Prepaid SIM Card Services PCCW mobile Rechargeable SIM Card PCCW mobile ""Global Reach"" IDD Rechargeable SIM Card PCCW ""All-in-1"" Communications SIM Card Recharge voucher Value-added service Recharge method Top-up account + Video Call Video Conference Service + PCCW EasyWatch Service Overview How to use Service Plans - Value-Added Service + WAP & Mobile Data Service mobile Web + Wireless Internet Service Local Wireless Broadband (PCCW Wi-Fi) International Wireless Broadband + SMS SMS BOXX - MMS + International Servi"
pccw_mobile_3g_tariff_20110612,csl,mobile_consumer_3g,20110612090602,2011,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/3G-tariff-plan.jsp,https://web.archive.org/web/20110612090602id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/3G-tariff-plan.jsp,200,wayback_httpx_attempt_1,2244,電訊盈科流動通訊,55be2386cb5c6b99d65de489761bc68bd64facc6,,2026-07-10T13:40:32+08:00,電訊盈科流動通訊 登入 | Eng - NextGen + 月費計劃 3G 月費計劃 其他3G月費計劃 Web & Talk 月費計劃 PCCW禮賓服務 HSPA SIM無限上網計劃 特選網上行客戶優惠 2G 月費計劃 2G $99綜合分鐘月費計劃 + mobileOne 服務條款及細則 + 流動寬頻儲值咭3G 我的賬戶 網上增值服務 查閱漫遊國家 + 儲值通話咭服務 PCCW mobile 儲值通話咭 PCCW mobile「隨心講」IDD 儲值通話咭 PCCW「全能」通訊儲值咭 增值券 增值服務 增值方法 網上增值服務 + 視像通訊 視像會議服務 + 電訊盈科「視察易」服務 概覽 使用步驟 服務計劃 - 增值服務 + WAP及流動數據服務 流動數據啟動方法及設定 + Wi-Fi PCCW Wi-Fi寬頻 Auto Connect 電訊盈科國際Wi-Fi 漫遊服務 - 流動寬頻服務 - NETVIGATOR Everywhere + 短訊服務 SMS BOXX - 多媒體訊息 + 國際服務 PCCW mobile Roam Save 漫遊通話服務 中港一卡兩號<新> 數據漫遊日費計劃 漫游及IDD迎新禮遇 國際漫遊服務 跨國流動畫像服務 IDD 0060 IDD服務 IDD視像通訊服務 + NETSync on mobile 網上行用戶 非網上行用戶 + mobile Sync 手機同步儲存 我的 mobile Sync 帳戶 + 優惠推廣 送你最新XBOX360遊戲光碟 全新Nokia N8手機 接受預訂 U Android TM 系列 Free Zone MOOV Live 電影Jetso BlackBerry ® Torch TM 9800 BlackBerry Curve 9300 BlackBerry ® Bold TM 9780 繳費靈手機服務 - 雜項服務收
pccw_mobile_other_3g_tariff_20100107,csl,mobile_consumer_3g,20100107225908,2010,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Other-3G-Tariff-Plan.jsp,https://web.archive.org/web/20100107225908id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Other-3G-Tariff-Plan.jsp,200,wayback_httpx_attempt_1,4250,PCCW,02ab80d026803db475a90fcf6030d74da608f555,,2026-07-10T13:40:32+08:00,"PCCW Login | 中文 + Android Android Market Exclusive applications What's hot Applicable Handsets - NextGen + Tariff Plan 3G tariff plan Other 3G Tariff Plan Web & Talk Tariff Plan 2G tariff plan 2G $99 Integrated Minutes Monthly Tariff Plan + mobileOne Service Terms & Conditions + Prepaid SIM Card Services PCCW mobile Rechargeable SIM Card PCCW mobile ""Global Reach"" IDD Rechargeable SIM Card PCCW ""All-in-1"" Communications SIM Card Recharge voucher Value-added service Recharge method Top-up account + Video Call Video Conference Service + PCCW EasyWatch Service Overview How to use Service Plans - Value-Added Service + WAP & Mobile Data Service mobile Web + Wireless Internet Service Local Wireless Broadband (PCCW Wi-Fi) International Wireless Broadband + SMS SMS BOXX - MMS + International Servi"
pccw_mobile_other_3g_tariff_20110612,csl,mobile_consumer_3g,20110612090633,2011,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Other-3G-Tariff-Plan.jsp?,https://web.archive.org/web/20110612090633id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Other-3G-Tariff-Plan.jsp?,200,wayback_httpx_attempt_1,2189,電訊盈科流動通訊,9dee94132ad26005b3f657b8107dc0936e6ea3f6,,2026-07-10T13:40:32+08:00,電訊盈科流動通訊 登入 | Eng - NextGen + 月費計劃 3G 月費計劃 其他3G月費計劃 Web & Talk 月費計劃 PCCW禮賓服務 HSPA SIM無限上網計劃 特選網上行客戶優惠 2G 月費計劃 2G $99綜合分鐘月費計劃 + mobileOne 服務條款及細則 + 流動寬頻儲值咭3G 我的賬戶 網上增值服務 查閱漫遊國家 + 儲值通話咭服務 PCCW mobile 儲值通話咭 PCCW mobile「隨心講」IDD 儲值通話咭 PCCW「全能」通訊儲值咭 增值券 增值服務 增值方法 網上增值服務 + 視像通訊 視像會議服務 + 電訊盈科「視察易」服務 概覽 使用步驟 服務計劃 - 增值服務 + WAP及流動數據服務 流動數據啟動方法及設定 + Wi-Fi PCCW Wi-Fi寬頻 Auto Connect 電訊盈科國際Wi-Fi 漫遊服務 - 流動寬頻服務 - NETVIGATOR Everywhere + 短訊服務 SMS BOXX - 多媒體訊息 + 國際服務 PCCW mobile Roam Save 漫遊通話服務 中港一卡兩號<新> 數據漫遊日費計劃 漫游及IDD迎新禮遇 國際漫遊服務 跨國流動畫像服務 IDD 0060 IDD服務 IDD視像通訊服務 + NETSync on mobile 網上行用戶 非網上行用戶 + mobile Sync 手機同步儲存 我的 mobile Sync 帳戶 + 優惠推廣 送你最新XBOX360遊戲光碟 全新Nokia N8手機 接受預訂 U Android TM 系列 Free Zone MOOV Live 電影Jetso BlackBerry ® Torch TM 9800 BlackBerry Curve 9300 BlackBerry ® Bold TM 9780 繳費靈手機服務 - 雜項服務收
pccw_mobile_other_3g_tariff_20120117,csl,mobile_consumer_3g,20120117221635,2012,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Other-3G-Tariff-Plan.jsp?,https://web.archive.org/web/20120117221635id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Other-3G-Tariff-Plan.jsp?,200,wayback_httpx_attempt_1,3354,PCCW mobile,4ae996af0181f1e6daeb53c399db538c77ded219,,2026-07-10T13:40:32+08:00,PCCW mobile Login | 中文 Mobile No: Password: Remember my login » Forgot password » Register Now TO: Messagae: 160 Characters Left Service Charges » Advanced Home NextGen Tariff Plan mobileOne 3G Rechargeable SIM Card 2G Rechargeable SIM Card Video Call PCCW EasyWatch Service Value-Added Service WAP & Mobile Data Service Wi-Fi Mobile Broadband - NETVIGATOR Everywhere SMS MMS International Services uHub NETSync on mobile mobile Sync Promotion Misc Charges Apps Guide now SPORTS now TV MU Mobile MUSIC MOOV on mobile DOWNLOADIES ENTERTAINMENT NEWS SPORTS BETTING FINANCE GAMES EasyCare PCCW Service Corner snaap! LIFESTYLE MINGLE MOBILE YELLOW PAGES TEMPTATION Yahoo! oneSearch Handsets Tablet BlackBerry Smartphones Smartphone and Tablet User Guide Repair & Maintenance Mobile Data setup and activat
pccw_mobile_web_talk_tariff_20100107,csl,mobile_consumer_3g,20100107015253,2010,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Web-Talk-tariff-plan.jsp?,https://web.archive.org/web/20100107015253id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Web-Talk-tariff-plan.jsp?,200,wayback_httpx_attempt_1,2230,電訊盈科,035ade1194599e710708fcd1187fb71efe9c40ff,,2026-07-10T13:40:32+08:00,電訊盈科 登入 | Eng + Android Android Market 獨家應用程式 最hot推介 推介Android手機 - NextGen + 月費計劃 3G 月費計劃 其他3G月費計劃 Web & Talk 月費計劃 2G 月費計劃 2G $99綜合分鐘月費計劃 + mobileOne 服務條款及細則 + 儲值通話咭服務 PCCW mobile 儲值通話咭 PCCW mobile「隨心講」IDD 儲值通話咭 PCCW「全能」通訊儲值咭 增值券 增值服務 增值方法 網上增值 + 視像通訊 視像會議服務 + 電訊盈科「視察易」服務 概覽 使用步驟 服務計劃 - 增值服務 + WAP及流動數據服務 mobile Web + 無線寛頻上網服務 本地無線寬頻上網 (PCCW Wi-Fi寬頻) 國際無線寬頻上網 + 短訊服務 SMS BOXX - 多媒體訊息 + 國際服務 IDD 0060 IDD服務 IDD視像通訊服務 國際漫遊服務 跨國流動畫像服務 漫游及IDD迎新禮遇 + NETSync on mobile 網上行用戶 非網上行用戶 + mobile Sync 手機同步儲存 我的 mobile Sync 帳戶 + 優惠推廣 Free Zone 電影Jetso BlackBerry ® Bold TM 9000 BlackBerry ® Curve TM 8520 繳費靈手機服務 + 其他服務 雙線服務 流動傳真服務 - 雜項服務收費 流動電話號碼: 密碼: 記住我 » 忘記密碼 » 即刻登記 流動電話號碼: 訊息: 160 个餘下字數為 收費詳情 » 全面版 網頁搜尋: 主頁 Android NextGen 月費計劃 mobileOne 儲值通話咭服務 視像通訊 電訊盈科「視察易」服務 增值服務 WAP及流動數據服務 無線寛頻上網服務 短訊服務 多媒體訊息 國際服務 
pccw_mobile_web_talk_tariff_20110623,csl,mobile_consumer_3g,20110623120610,2011,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Web-Talk-tariff-plan.jsp?,https://web.archive.org/web/20110623120610id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Web-Talk-tariff-plan.jsp?,200,wayback_httpx_attempt_1,3329,電訊盈科流動通訊,b4ca39746df16bb9a8fb03bc7fcccbb5532e2ff6,,2026-07-10T13:40:32+08:00,電訊盈科流動通訊 登入 | Eng - NextGen + 月費計劃 3G 月費計劃 其他3G月費計劃 Web & Talk 月費計劃 PCCW禮賓服務 HSPA SIM無限上網計劃 特選網上行客戶優惠 + mobileOne 服務條款及細則 + 流動寬頻儲值咭3G 我的賬戶 網上增值服務 查閱漫遊國家 + 儲值通話咭服務 PCCW mobile 儲值通話咭 PCCW mobile「隨心講」IDD 儲值通話咭 PCCW「全能」通訊儲值咭 增值券 增值服務 增值方法 網上增值服務 + 視像通訊 視像會議服務 + 電訊盈科「視察易」服務 概覽 使用步驟 服務計劃 - 增值服務 + WAP及流動數據服務 流動數據啟動方法及設定 + Wi-Fi PCCW Wi-Fi寬頻 Auto Connect 電訊盈科國際Wi-Fi 漫遊服務 - 流動寬頻服務 - NETVIGATOR Everywhere + 短訊服務 SMS BOXX - 多媒體訊息 + 國際服務 PCCW mobile Roam Save 漫遊通話服務 中港一卡兩號<新> 數據漫遊日費計劃 漫游及IDD迎新禮遇 國際漫遊服務 跨國流動畫像服務 IDD 0060 IDD服務 IDD視像通訊服務 + NETSync on mobile 網上行用戶 非網上行用戶 + mobile Sync 手機同步儲存 我的 mobile Sync 帳戶 + 優惠推廣 送你最新XBOX360遊戲光碟 全新Nokia N8手機 接受預訂 U Android TM 系列 Free Zone MOOV Live 電影Jetso BlackBerry ® Torch TM 9800 BlackBerry Curve 9300 BlackBerry ® Bold TM 9780 繳費靈手機服務 - 雜項服務收費 流動電話號碼: 密碼: 記住我 » 忘記密
pccw_mobile_web_talk_tariff_20120117,csl,mobile_consumer_3g,20120117052939,2012,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Web-Talk-tariff-plan.jsp?,https://web.archive.org/web/20120117052939id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Web-Talk-tariff-plan.jsp?,200,wayback_httpx_attempt_1,2836,電訊盈科流動通訊,82e4bb8509ff2ed30a80fedf9b1181262cdb1948,,2026-07-10T13:40:32+08:00,"電訊盈科流動通訊 登入 | Eng 流動電話號碼: 密碼: 記住我 » 忘記密碼 » 即刻登記 流動電話號碼: 訊息: 160 个餘下字數為 收費詳情 » 全面版 主頁 NextGen 月費計劃 mobileOne 3G 儲值通話咭 2G 儲值通話咭 視像通訊 電訊盈科「視察易」服務 增值服務 WAP及流動數據服務 Wi-Fi 流動寬頻服務 - NETVIGATOR Everywhere 短訊服務 多媒體訊息 國際服務 uHub匣子儲存服務 NETSync on mobile mobile Sync 手機同步儲存 優惠推廣 雜項服務收費 Apps Guide now SPORTS now TV MU Mobile 音樂 MOOV樂手機 下載區 影視娛樂 新聞 體育 博彩娛樂 財經 遊戲 關心。易 PCCW 服務專區 snaap! 新時尚 好啱傾 黃頁 誘惑 Yahoo! oneSearch 網上搜尋器 手機 平板電腦 BlackBerry 智能手機 智能手機及平板電腦用戶指南 產品維修中心 流動數據啟動方法及所需設定 本地及國際話音 電郵及上網 無線寬頻上網 流動企業方案 流動設備管理 尊享服務 賬單 更改服務 流動數據啟動方法及所需設定 MMS 桌面訊息速遞 BlackBerry 數據計劃 聯絡我們 電訊盈科專門店地址 客戶服務中心 禮品換領 繳費方法 公司簡介 Web & Talk 月費計劃 最強四網精選內容，激發智能手機力量Web&Talk月費計劃任你選擇！ 以指定手機上台，即享回贈！ 月 費 攜指定手機上台 優惠月費 數據用量 + Wi-Fi (超過9000個 熱點) 通話分鐘 ( 一般+網內) 視像通話分鐘(網內) 多媒體訊息 (網內) 短訊 (網內) 中港一卡兩號 服務 $149 $99 100MB 無限及 Auto connect 功能 1,200 60 60"
pccw_mobile_tablet_data_tariff_20100712,csl,mobile_consumer_3g_tablet,20100712111708,2010,http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Tablet-Mobile-Data-Tariff-Plan.jsp?,https://web.archive.org/web/20100712111708id_/http://www2.pccwmobile.com:80/portal/gen/WEB/home/Services_And_Pricing/tariff/Tablet-Mobile-Data-Tariff-Plan.jsp?,200,wayback_httpx_attempt_1,4403,PCCW,030fae063e83cd1ab58720ee9d01ac6cc3610550,,2026-07-10T13:40:32+08:00,"PCCW Login | 中文 + Android Android Market Exclusive applications What's hot Applicable Handsets - NextGen + Tariff Plan 3G tariff plan Other 3G Tariff Plan Web & Talk Tariff Plan Tablet Mobile Data Tariff Plan 2G tariff plan 2G $99 Integrated Minutes Monthly Tariff Plan + mobileOne Service Terms & Conditions + Prepaid SIM Card Services PCCW mobile Rechargeable SIM Card PCCW mobile ""Global Reach"" IDD Rechargeable SIM Card PCCW ""All-in-1"" Communications SIM Card Recharge voucher Value-added service Recharge method Online Top-up Service + Video Call Video Conference Service + PCCW EasyWatch Service Overview How to use Service Plans - Value-Added Service + WAP & Mobile Data Service mobile Web Mobile Data Setup & Activation + Wireless Internet Service Local Wireless Broadband (PCCW Wi-Fi) Auto C"
