record_key,captured_at_hkt,first_seen_at_hkt,last_seen_at_hkt,brand,product_category,plan_name,monthly_fee_hkd,published_price_hkd,price_billing_unit,local_data_gb,roaming_data_gb,post_fup_speed_mbps,contract_months,local_voice,add_on_charges_hkd,source_id,source_url,final_url,official_source_type,http_status,fetch_method,extraction_status,content_hash,evidence_excerpt
a6aa9378f53332bb,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,csl,mobile_consumer_5g,csl 5G service plan HK$348,348,,,100,3,2,,Unlimited local voice call mins,Additional SIM monthly fee: 1st $120; 2nd $100; 3rd $60; 4th $20,csl_5g_tariff_en,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,official_public_product_page,200,hkt_product_httpx,parsed,00a8055f8260740b96047ba6d5815416bad3d3fe,"Monthly Plan Fee (1) $348 (2)(6) Local data usage (2)(6) 100GB Unlimited data (up to 2 Mbps) (3) Unlimited (4) local voice call mins (4) Mainland China & Macau roaming data usage (5) 3GB Free 2,000 Clubpoints (7) Online Shop special service plan offer Contact us now by WhatsApp (1) "
4a8d86c5de78affb,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,csl,mobile_consumer_5g,csl 5G service plan HK$398,398,,,150,3,2,,Unlimited local voice call mins,Additional SIM monthly fee: 1st $120; 2nd $100; 3rd $60; 4th $20,csl_5g_tariff_en,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,official_public_product_page,200,hkt_product_httpx,parsed,00a8055f8260740b96047ba6d5815416bad3d3fe,"Monthly Plan Fee (1) $398 (2)(6) Local data usage (2)(6) 150GB Unlimited data (up to 2 Mbps) (3) Unlimited (4) local voice call mins (4) Mainland China & Macau roaming data usage (5) 3GB Free 2,000 Clubpoints (7) Online Shop special service plan offer Contact us now by WhatsApp (1) "
91b1e4a128d0fbba,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,csl,mobile_consumer_5g,csl 5G service plan HK$498,498,,,250,3,3,,Unlimited local voice call mins,Additional SIM monthly fee: 1st $120; 2nd $100; 3rd $60; 4th $20,csl_5g_tariff_en,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,official_public_product_page,200,hkt_product_httpx,parsed,00a8055f8260740b96047ba6d5815416bad3d3fe,"Monthly Plan Fee (1) $498 (2)(6) Local data usage (2)(6) 250GB Unlimited data (up to 3 Mbps) (3) Unlimited (4) local voice call mins (4) Mainland China & Macau roaming data usage (5) 3GB Free 2,000 Clubpoints (7) Online Shop special service plan offer Contact us now by WhatsApp (1) "
0469c8ffdf26857a,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,csl,mobile_consumer_5g,csl 5G service plan HK$698,698,,,500,3,3,,Unlimited local voice call mins,Additional SIM monthly fee: 1st $120; 2nd $100; 3rd $60; 4th $20,csl_5g_tariff_en,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,official_public_product_page,200,hkt_product_httpx,parsed,00a8055f8260740b96047ba6d5815416bad3d3fe,"Monthly Plan Fee (1) $698 (2)(6) Local data usage (2)(6) 500GB Unlimited data (up to 3 Mbps) (3) Unlimited (4) local voice call mins (4) Mainland China & Macau roaming data usage (5) 3GB Free 2,000 Clubpoints (7) Online Shop special service plan offer Contact us now by WhatsApp (1) "
4b943eadb170b4b6,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,csl,mobile_consumer_5g,csl 5G service plan HK$238,238,,,30,1,1,,Unlimited local voice call mins,Additional SIM monthly fee: 1st $120; 2nd $100; 3rd $60; 4th $20,csl_5g_tariff_en,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,official_public_product_page,200,hkt_product_httpx,parsed,00a8055f8260740b96047ba6d5815416bad3d3fe,"Monthly Plan Fee (1) $238 (2)(6) Local data usage (2)(6) 30GB Unlimited data (up to 1 Mbps) (3) Unlimited (4) local voice call mins (4) Mainland China & Macau roaming data usage (5) 1GB Free 1,000 Clubpoints (7) Online Shop special service plan offer Contact us now by WhatsApp (1) "
0919b586e2cb6216,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,csl,mobile_consumer_5g,csl 5G service plan HK$298,298,,,60,3,1,,Unlimited local voice call mins,Additional SIM monthly fee: 1st $120; 2nd $100; 3rd $60; 4th $20,csl_5g_tariff_en,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,https://www.hkcsl-5g.com/en/5g-tariff-plan/?5g=5g,official_public_product_page,200,hkt_product_httpx,parsed,00a8055f8260740b96047ba6d5815416bad3d3fe,"Monthly Plan Fee (1) $298 (2)(6) Local data usage (2)(6) 60GB Unlimited data (up to 1 Mbps) (3) Unlimited (4) local voice call mins (4) Mainland China & Macau roaming data usage (5) 3GB Free 2,000 Clubpoints (7) Online Shop special service plan offer Contact us now by WhatsApp Other services (8) Local Wi-Fi usage (15,000+ hotspots) 500 SMS intra-network 200 MMS 10 International SMS Voicemail Call forwarding Call hold Conference call Caller ID Call waiting Call Filtering Service (9) Free value-added services SafetyNet (10) (12 months Complimentary service) Now TV App and MOOV (11) Local data waiver (12) Viu Premium Lite Service (13) (Applicable to designated 5G service plan, value: $38/month) 2-months Restart 3.0 Handset Switch Service (14) Exchange your device for a new one or screen replaced up to 2 times within any rolling 12-month period for any reason (value $116) Rewards Ultimate da"
1fb1b174d2650823,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$459,459,,,150,3,2,36,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$459 FREE handset eVoucher worth HK$5,000 Local mobile data 2 150GB Unlimited (Max 2Mbps) 2 Monthly Mainland China & Macau roaming data usage 6 3GB 36 months Unlimited local voice calling 4 Multi-User Plan offer "
754b02c2a25bcdeb,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$559,559,,,250,3,3,36,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$559 Additional SIM: 1 unit: +HK$120 | 2 units: +HK$100 3 units: +HK$60 | 4 units: +HK$20 FREE handset eVoucher worth HK$6,000 Local mobile data 2 250GB Unlimited (Max 3Mbps) 2 Monthly Mainland China & Macau roaming data usage 6 3GB 36 months Unlimited local voice calling 4 "
dbe4988d4b9b3239,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$299,299,,,30,1,1,,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$299 Local mobile data 30GB Unlimited (Max 1Mbps) 2 Unlimited local voice call 4 100 minute international voice call 5 Monthly Mainland China & Macau roaming data usage 6 1GB Top-up Local Data: HK$10/2GB 3,000 Clubpoints 7 - "
35a677be5ebe9786,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$389,389,,,60,3,1,,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$389 Local mobile data 60GB Unlimited (Max 1Mbps) 2 Unlimited local voice call 4 100 minute international voice call 5 Monthly Mainland China & Macau roaming data usage 6 3GB Top-up Local Data: HK$10/2GB 5,000 Clubpoints 7 - "
0bf0fc47461163f0,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$419,419,,,100,3,2,,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$419 Local mobile data 100GB Unlimited (Max 2Mbps) 2 Unlimited local voice call 4 100 minute international voice call 5 Monthly Mainland China & Macau roaming data usage 6 3GB Top-up Local Data: HK$10/2GB 5,000 Clubpoints 7 - "
d54f0f06f6271167,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$459,459,,,150,3,2,,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$459 Local mobile data 150GB Unlimited (Max 2Mbps) 2 Unlimited local voice call 4 300 minute international voice call 5 Monthly Mainland China & Macau roaming data usage 6 3GB Top-up Local Data: HK$10/2GB 5,000 Clubpoints 7 - "
86b678cac5506433,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$559,559,,,250,3,3,,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$559 Local mobile data 250GB Unlimited (Max 3Mbps) 2 Unlimited local voice call 4 300 minute international voice call 5 Monthly Mainland China & Macau roaming data usage 6 3GB Top-up Local Data: HK$10/2GB 5,000 Clubpoints 7 - "
3ddd8c5ac2c9d903,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,2026-07-13T08:53:30+08:00,1O1O,mobile_prestige_5g,1O1O 5G service plan HK$759,759,,,500,3,3,,Unlimited local voice calling,,1010_5g_service_plan,https://www.1010.com.hk/5g-service-plan,https://www.1010.com.hk/5g-service-plan,official_public_product_page,200,hkt_product_httpx,parsed,e3ccb5ee74b46d8401ba9fecc2b642eed068113a,"Monthly 1 HK$759 Local mobile data 500GB Unlimited (Max 3Mbps) 2 Unlimited local voice call 4 300 minute international voice call 5 Monthly Mainland China & Macau roaming data usage 6 3GB Top-up Local Data: HK$10/2GB 5,000 Clubpoints 7 - "
