domain,domain_name,entity,metric,metric_label,period,value,unit,verification_status,source_count,source_urls,scope_note
01,本地运营商,HKT,revenue,营收,FY2018,35187.0,百万港元,official_three_distinct_sources_verified,3,"[""https://www.hkexnews.hk/listedco/listconews/sehk/2019/0401/ltn201904011788.pdf"", ""https://www.hkt.com/api-service/assets/hkt-2018-annual-res.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2020/0401/2020040101873.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,HKT,revenue,营收,FY2019,33103.0,百万港元,official_three_distinct_sources_verified,3,"[""https://www.hkexnews.hk/listedco/listconews/sehk/2020/0401/2020040101873.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0212/2020021200306.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0331/2021033101080.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,HKT,revenue,营收,FY2020,32389.0,百万港元,official_source_count_below_three_displayed,2,"[""https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0331/2021033101080.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0331/2022033101300.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,HKT,revenue,营收,FY2021,33961.0,百万港元,official_three_distinct_sources_verified,3,"[""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0331/2022033101300.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2023/0331/2023033101585.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2021/0902/2021090200868.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,HKT,revenue,营收,FY2022,34125.0,百万港元,official_three_distinct_sources_verified,3,"[""https://www.hkexnews.hk/listedco/listconews/sehk/2023/0331/2023033101585.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2024/0402/2024040202244.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2022/0908/2022090800325.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,HKT,revenue,营收,FY2023,34330.0,百万港元,official_source_count_below_three_displayed,2,"[""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0220/2025022000325.pdf"", ""https://www.pcrd.com/public/uploads/keys/20_2_2025_-_Announcement_relating_to_HKT_Limited_2024_Annual_Results.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,HKT,revenue,营收,FY2024,34753.0,百万港元,official_source_count_below_three_displayed,2,"[""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0220/2025022000325.pdf"", ""https://www.pcrd.com/public/uploads/keys/20_2_2025_-_Announcement_relating_to_HKT_Limited_2024_Annual_Results.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,HKT,revenue,营收,FY2025,36553.0,百万港元,official_three_distinct_sources_verified,4,"[""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0209/2026020900404.pdf"", ""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,ebitda,EBITDA,FY2016,2660.528,百万港元,official_single_source_user_accepted_display,1,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2015_2016_annual.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2017,2296.262,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2016_2017_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2016_2017_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_annual.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2018,2136.214,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_annual.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2019,1841.789,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_annual.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2020,2429.227,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_annual.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2021,2459.591,百万港元,official_three_distinct_sources_verified,4,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_annual.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0929/2021092900644.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2022,2575.329,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2021_2022_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0330/2022033000513.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2021_2022_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0929/2022092900733.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2023,2462.116,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2022_2023_interim.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2023/0330/2023033000990.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2022_2023_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0926/2023092600701.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2024,2441.587,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2023_2024_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0327/2024032701074.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2023_2024_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1007/2024100701016.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,ebitda,EBITDA,FY2025,2445.06,百万港元,official_three_distinct_sources_verified,10,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2024_2025_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0328/2025032800920.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_interim_results.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0226/2025022600430.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2024_2025_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1009/2025100900497.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_annual_results.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0903/2025090301160.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_annual_present.pdf""]",FY2025 EBITDA金额
01,本地运营商,SmarTone,net_profit,净利润,FY2022,423.17,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2021_2022_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0330/2022033000513.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2021_2022_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0929/2022092900733.pdf""]",FY2025净利润金额
01,本地运营商,SmarTone,net_profit,净利润,FY2023,268.846,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2022_2023_interim.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2023/0330/2023033000990.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2022_2023_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0926/2023092600701.pdf""]",FY2025净利润金额
01,本地运营商,SmarTone,net_profit,净利润,FY2024,470.126,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2023_2024_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0327/2024032701074.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2023_2024_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1007/2024100701016.pdf""]",FY2025净利润金额
01,本地运营商,SmarTone,net_profit,净利润,FY2025,478.901,百万港元,official_three_distinct_sources_verified,10,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2024_2025_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0328/2025032800920.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_interim_results.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0226/2025022600430.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2024_2025_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1009/2025100900497.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_annual_results.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0903/2025090301160.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_annual_present.pdf""]",FY2025净利润金额
01,本地运营商,SmarTone,revenue,营收,FY2016,18355.611,百万港元,official_single_source_user_accepted_display,1,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2015_2016_annual.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2017,8715.412,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2016_2017_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2016_2017_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_annual.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2018,9988.492,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2017_2018_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_annual.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2019,8415.037,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2018_2019_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_annual.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2020,6986.451,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_interim.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2019_2020_annual.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_annual.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2021,6720.308,百万港元,official_three_distinct_sources_verified,4,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_interim.pdf"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2020_2021_annual.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0929/2021092900644.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2022,6957.285,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2021_2022_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0330/2022033000513.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2021_2022_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0929/2022092900733.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2023,6762.884,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2022_2023_interim.pdf"", ""https://www.hkexnews.hk/listedco/listconews/sehk/2023/0330/2023033000990.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2022_2023_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0926/2023092600701.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2024,6221.251,百万港元,official_three_distinct_sources_verified,5,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2023_2024_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0327/2024032701074.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2023_2024_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1007/2024100701016.pdf""]",FY2025营收 · 三份不同官方文件核验
01,本地运营商,SmarTone,revenue,营收,FY2025,6253.447,百万港元,official_three_distinct_sources_verified,10,"[""https://www.smartoneholdings.com/about/investor/financial_reports/english/2024_2025_interim.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0328/2025032800920.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_interim_results.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0226/2025022600430.pdf"", ""https://www.smartoneholdings.com/jsp/site/investor_relations/financial_reports/english/index.jsp"", ""https://www.smartoneholdings.com/about/investor/financial_reports/english/2024_2025_annual.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1009/2025100900497.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_annual_results.pdf"", ""https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0903/2025090301160.pdf"", ""https://www.smartoneholdings.com/about/investor/results/english/2025_annual_present.pdf""]",FY2025营收 · 三份不同官方文件核验
03,内地运营商,中国电信,ebitda,EBITDA,FY2016,951.39,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2016/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2016.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2016.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2016/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2017.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2017,1021.71,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2017.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2017.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2018.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2018,1042.07,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2018.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2018.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2019/annual2019_10.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2019,1172.15,亿元,official_three_distinct_sources_verified,7,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2019.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2019/annual2019_10.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int3q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/presentations/annpre210309.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2020,1188.8,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2020.pdf"", ""https://www.chinatelecom-h.com/en/ir/presentations/annpre210309.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2020.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2021,1239.12,亿元,official_three_distinct_sources_verified,4,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2021.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2021.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int3q.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2022,1303.59,亿元,official_three_distinct_sources_verified,4,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2022.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2022.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int3q.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2023,1368.3,亿元,official_three_distinct_sources_verified,4,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int1q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int3q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/annual/2023/res.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2024,1408.47,亿元,official_three_distinct_sources_verified,5,"[""https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int1q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int3q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/annual/2024/respress.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,ebitda,EBITDA,FY2025,1438.72,亿元,official_three_distinct_sources_verified,6,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int1q.pdf"", ""https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca250426c.pdf"", ""https://www.chinatelecom-h.com/sc/ir/reports.php"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int3q.pdf"", ""https://www.chinatelecom-h.com/en/media/press/p260324.pdf""]",FY2025EBITDA · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2016,180.04,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2016/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2016.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2016.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2016/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2017.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2017,186.17,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2017.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2017.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2018.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2018,212.1,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2018.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2018.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2019/annual2019_10.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2019,205.17,亿元,official_three_distinct_sources_verified,7,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2019.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2019/annual2019_10.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int3q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/presentations/annpre210309.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2020,208.5,亿元,official_three_distinct_sources_verified,5,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2020.pdf"", ""https://www.chinatelecom-h.com/en/ir/presentations/annpre210309.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int3q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2020.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2021,259.48,亿元,official_three_distinct_sources_verified,4,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2021.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2021.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int3q.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2022,275.93,亿元,official_three_distinct_sources_verified,4,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int1q.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/interim2022.pdf"", ""https://www.chinatelecom-h.com/en/ir/report/annual2022.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int3q.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2023,304.46,亿元,official_three_distinct_sources_verified,4,"[""https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int1q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int3q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/annual/2023/res.pdf""]",FY2025净利润 · 官方披露 · 6个来源
03,内地运营商,中国电信,net_profit,净利润,FY2024,330.12,亿元,official_three_distinct_sources_verified,5,"[""https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int1q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/interim/2024/int3q.pdf"", ""https://doc.irasia.com/listco/hk/chinatelecom/annual/2024/respress.pdf""]",FY2025净利润 · 官方披露 · 6个来源
